task_id,occ,occ_title,function,task,passes,why,not_called,physical,physical_both,physical_onet_codes,physical_sonnet,physical_gpt6,accountable,agreed_all_three,contested,blocked_by_missing_check,time_share,task_payroll_usd,horizon_sonnet,check_sonnet,stakes_sonnet,spec_entropy_sum_sonnet,passes_by_sonnet,horizon_gemini,check_gemini,stakes_gemini,spec_entropy_sum_gemini,passes_by_gemini,horizon_gpt6,check_gpt6,stakes_gpt6,spec_entropy_sum_gpt6,passes_by_gpt6
968,11-3021,Computer and Information Systems Managers,IT & software,"Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.09284649161983359,11264381403.778894,5,0,3,11,False,4,0,3,11,False,3,1,3,8,False
20709,11-2021,Marketing Managers,Marketing,"Formulate, direct, or coordinate marketing activities or policies to promote products or services, working with advertising or promotion managers.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.16794962010563144,11067279360.324652,5,0,3,11,False,4,0,3,10,False,4,0,3,11,False
21509,13-2011,Accountants and Auditors,Finance,"Supervise auditing of establishments, and determine scope of investigation required.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.08042641651802751,10889328302.728788,3,1,3,8,False,4,1,4,10,False,3,1,4,9,False
700,41-2031,Retail Salespersons,Retail front line,"Recommend, select, and help locate or obtain merchandise based on customer needs and desires.",False,physical work — out of reach whatever its structure,False,True,False,False,True,False,False,False,False,False,0.07647588693563796,10762136197.189785,1,0,1,5,False,1,1,0,6,False,1,1,1,7,False
21663,15-1252,Software Developers,IT & software,Confer with data processing or project managers to obtain information on limitations or capabilities for data processing projects.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.04489662083721717,10727058323.847488,1,0,1,4,False,2,1,2,8,False,1,1,2,5,False
826,43-9061,"Office Clerks, General",Admin,"Communicate with customers, employees, and other individuals to answer questions, disseminate or explain information, take orders, and address complaints.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.09337588513918459,10648611946.456621,1,1,1,5,False,1,1,2,7,False,2,1,2,8,False
701,41-2031,Retail Salespersons,Retail front line,Answer questions regarding the store and its merchandise.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.0746909350812588,10510947283.507463,1,1,0,3,False,0,1,0,4,False,1,1,1,4,False
969,11-3021,Computer and Information Systems Managers,IT & software,"Assign and review the work of systems analysts, programmers, and other computer-related workers.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.08550196810268859,10373324427.012396,3,1,2,7,False,2,1,2,9,False,3,1,3,6,False
2582,43-4051,Customer Service Representatives,Customer support,Refer unresolved customer grievances to designated departments for further investigation.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.08135527377096308,10062090494.00056,0,1,0,3,False,1,1,1,3,False,1,1,2,3,False
966,11-3021,Computer and Information Systems Managers,IT & software,"Manage backup, security and user help systems.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.08256067707279668,10016479236.610624,3,1,3,4,False,4,1,4,8,False,4,0,4,8,False
8113,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,"Answer customers' questions about products, prices, availability, product uses, and credit terms.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.0946965743395461,9758394448.176907,1,1,0,3,False,1,1,1,5,False,1,1,2,3,False
7279,13-1111,Management Analysts,Strategy,"Develop and implement records management program for filing, protection, and retrieval of records, and assure compliance with program.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.0958659191112923,9724684888.637032,3,1,2,7,False,3,1,3,6,False,4,1,4,7,False
3789,23-1011,Lawyers,Legal & compliance,Supervise legal assistants.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.07134157618111633,9640580161.183662,4,0,1,7,False,3,1,2,9,False,5,0,3,10,False
3,11-2022,Sales Managers,Sales,"Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate, or other subjects of sale.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.09907131057230883,9610693616.724829,5,0,3,8,False,4,0,4,12,False,4,0,3,9,False
8114,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,"Recommend products to customers, based on customers' needs and interests.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.09307031402443175,9590809826.019407,2,0,1,5,False,2,1,1,7,False,3,0,2,6,False
2583,43-4051,Customer Service Representatives,Customer support,"Determine charges for services requested, collect deposits or payments, or arrange for billing.",True,"checkable fast, an existing check settles it, survivable if wrong",False,False,False,False,False,False,False,True,False,False,0.0768148673015117,9500529102.125908,0,2,1,2,True,0,2,1,2,True,1,2,2,4,True
951,11-2021,Marketing Managers,Marketing,"Identify, develop, or evaluate marketing strategy, based on knowledge of establishment objectives, market characteristics, and cost and markup factors.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.14183678543263536,9346536937.482285,4,0,3,9,False,4,0,3,8,False,4,0,3,10,False
949,11-1021,General and Operations Managers,Executive,Plan store layouts or design displays.,False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.01942380830053045,9267746493.046581,2,1,1,4,False,1,1,2,7,False,3,0,2,5,False
2,11-2022,Sales Managers,Sales,Monitor customer preferences to determine focus of sales efforts.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.09492234829602456,9208211757.603622,4,1,2,6,False,4,0,3,7,False,3,0,2,7,False
702,41-2031,Retail Salespersons,Retail front line,"Describe merchandise and explain use, operation, and care of merchandise to customers.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,True,0.06417340674640677,9030858893.127085,1,1,0,3,False,1,1,1,5,False,1,1,3,4,False
696,41-2031,Retail Salespersons,Retail front line,"Maintain knowledge of current sales and promotions, policies regarding payment and exchanges, and security practices.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.06347000826652167,8931872525.727507,5,0,1,4,False,2,1,1,1,False,1,1,2,4,False
46,11-9111,Medical and Health Services Managers,Clinical,"Direct, supervise and evaluate work activities of medical, nursing, technical, clerical, service, maintenance, and other personnel.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.11428162042667557,8879646834.123383,4,1,2,8,False,4,1,3,11,False,4,1,4,9,False
3778,23-1011,Lawyers,Legal & compliance,Gather evidence to formulate defense or to initiate legal actions by such means as interviewing clients and witnesses to ascertain the facts of a case.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.06544999843850939,8844435324.69655,2,1,2,6,False,2,1,4,9,False,2,1,4,8,False
20877,23-1011,Lawyers,Legal & compliance,"Prepare, draft, and review legal documents, such as wills, deeds, patent applications, mortgages, leases, and contracts.",False,"no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.06446889598065608,8711856295.782795,2,1,3,6,False,1,1,4,7,False,3,1,4,8,False
21311,11-3031,Financial Managers,Finance,Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.05789871228959479,8546649271.986319,5,0,1,10,False,5,0,3,11,False,5,0,2,10,False
21508,13-2011,Accountants and Auditors,Finance,"Inspect account books and accounting systems for efficiency, effectiveness, and use of accepted accounting procedures to record transactions.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.0630714599091874,8539555325.451949,2,1,2,5,False,2,1,3,6,False,1,1,3,5,False
9704,43-1011,First-Line Supervisors of Office and Administrative Support Workers,Admin,"Supervise the work of office, administrative, or customer service employees to ensure adherence to quality standards, deadlines, and proper procedures, correcting errors or problems.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.07953094593522805,8511884069.878784,2,1,1,6,False,3,1,2,8,False,3,1,3,8,False
948,11-1021,General and Operations Managers,Executive,"Recommend locations for new facilities, or oversee the remodeling or renovating of current facilities.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.01776420124990105,8475892641.045481,4,0,3,7,False,4,0,4,9,False,4,0,4,9,False
21666,15-1252,Software Developers,IT & software,Coordinate installation of software system.,False,physical work — out of reach whatever its structure,False,True,False,False,True,False,False,False,False,False,0.03538288914848586,8453961756.680933,2,1,2,5,False,2,1,3,9,False,3,1,3,7,False
697,41-2031,Retail Salespersons,Retail front line,"Compute sales prices, total purchases, and receive and process cash or credit payment.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.05998774556177952,8441828055.444084,0,2,1,1,False,0,2,1,1,False,0,2,2,1,False
2400,41-2011,Cashiers,Retail front line,"Receive payment by cash, check, credit cards, vouchers, or automatic debits.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.08200226053334025,8196142857.373707,0,2,1,1,False,0,2,0,1,False,2,2,2,3,False
2579,43-4051,Customer Service Representatives,Customer support,"Resolve customers' service or billing complaints by performing activities such as exchanging merchandise, refunding money, or adjusting bills.",False,physical work — out of reach whatever its structure,False,True,False,False,True,False,False,False,False,False,0.06470328943726811,8002558695.951091,2,1,1,4,False,1,1,1,7,False,2,1,2,7,False
970,11-3021,Computer and Information Systems Managers,IT & software,Stay abreast of advances in technology.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.06478091187581687,7859391198.5567255,5,0,0,7,False,5,0,1,7,False,5,1,1,5,False
978,11-3021,Computer and Information Systems Managers,IT & software,Review project plans to plan and coordinate project activity.,False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.06436173586315301,7808535658.411014,3,1,2,7,False,3,1,3,8,False,3,1,3,6,False
21672,15-1252,Software Developers,IT & software,"Obtain and evaluate information on factors such as reporting formats required, costs, or security needs to determine hardware configuration.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.03241143659539971,7743998640.32368,3,1,2,5,False,3,1,3,7,False,3,1,3,6,False
3780,23-1011,Lawyers,Legal & compliance,Examine legal data to determine advisability of defending or prosecuting lawsuit.,False,"no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.05728336769848732,7740856422.877879,4,1,3,6,False,1,1,4,5,False,4,0,4,8,False
21513,13-2011,Accountants and Auditors,Finance,Examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,False,"no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.05631142498457717,7624280931.553109,2,1,3,6,False,1,1,3,8,False,2,1,4,6,False
712,41-2031,Retail Salespersons,Retail front line,Prepare merchandise for purchase or rental.,False,physical work — out of reach whatever its structure,False,True,True,True,True,True,False,False,False,False,0.05415253323775704,7620662688.332982,0,2,0,0,False,0,1,0,1,False,1,1,1,2,False
3773,23-1011,Lawyers,Legal & compliance,"Advise clients concerning business transactions, claim liability, advisability of prosecuting or defending lawsuits, or legal rights and obligations.",False,"nobody can tell quickly whether it worked, and no existing check settles it, and a failure is too expensive",False,False,False,False,False,False,False,False,False,False,0.05591797830039289,7556347660.271596,4,1,3,7,False,4,0,4,6,False,4,0,4,8,False
832,43-9061,"Office Clerks, General",Admin,"Maintain and update filing, inventory, mailing, and database systems, either manually or using a computer.",False,no existing check settles it,False,False,False,False,False,False,False,False,True,False,0.06562723275544417,7484147900.615176,1,1,1,3,False,2,1,1,2,False,1,2,2,3,True
7283,13-1111,Management Analysts,Strategy,"Prepare manuals and train workers in use of new forms, reports, procedures or equipment, according to organizational policy.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.07348161189284333,7454010010.97638,2,1,1,6,False,2,1,2,6,False,2,1,2,6,False
975,11-3021,Computer and Information Systems Managers,IT & software,"Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.06084048401747533,7381328091.205525,5,0,2,10,False,2,0,2,10,False,3,1,3,10,False
21677,15-1252,Software Developers,IT & software,"Supervise and assign work to programmers, designers, technologists, technicians, or other engineering or scientific personnel.",False,an accountable sign-off — stays with a person,False,False,False,False,False,False,True,False,False,False,0.030615883923890832,7314990891.596866,5,0,2,5,False,5,0,2,11,False,3,1,3,8,False
21512,13-2011,Accountants and Auditors,Finance,"Inspect cash on hand, notes receivable and payable, negotiable securities, and canceled checks to confirm records are accurate.",False,physical work — out of reach whatever its structure,False,True,False,False,False,True,False,False,False,False,0.053773660493089744,7280680508.965341,1,2,2,1,False,1,2,3,3,False,1,2,3,3,False
2487,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",Finance,"Operate computers programmed with accounting software to record, store, and analyze information.",False,no existing check settles it,False,False,False,False,False,False,False,False,True,True,0.09583915743887822,7257263241.270916,1,2,1,2,True,1,1,2,3,False,1,1,2,4,False
2401,41-2011,Cashiers,Retail front line,"Issue receipts, refunds, credits, or change due to customers.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.0716168883859334,7158122768.738117,0,2,1,1,False,0,2,0,1,False,2,2,2,3,False
49,11-9111,Medical and Health Services Managers,Clinical,"Develop and maintain computerized record management systems to store and process data, such as personnel activities and information, and to produce reports.",False,"nobody can tell quickly whether it worked, and no existing check settles it",False,False,False,False,False,False,False,False,False,False,0.09209956098562411,7156107623.227727,2,1,1,7,False,3,1,4,7,False,3,1,4,6,False
828,43-9061,"Office Clerks, General",Admin,"Compile, copy, sort, and file records of office activities, business transactions, and other activities.",False,physical work — out of reach whatever its structure,False,True,True,False,True,True,False,False,False,False,0.06271176633584694,7151667298.166909,1,1,0,2,False,2,1,1,1,False,0,2,1,3,False
8116,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,"Estimate or quote prices, credit or contract terms, warranties, and delivery dates.",False,no existing check settles it,False,False,False,False,False,False,False,False,False,False,0.06915337369127958,7126191233.50772,2,1,2,5,False,1,1,2,5,False,2,1,3,5,False
